a	b	c	d	e	f
data\source\maps_source\副本室内\烛龙殿\wj_zld石柱001_001_hd.mesh	25人英雄烛龙殿	12612.19921875,-13101.9794921875,35742.7109375	0	{393522cb-5c6e-4dba-8eac-dd295d5fd6d8}	world_object
data\source\maps_source\副本室内\烛龙殿\q_zld石桥001_001_hd.mesh	25人英雄烛龙殿	49207.9921875,8640.7265625,51053.40625	0	{3b34a2e8-9fdf-45d3-8e9b-a6bc0f056585}	world_object
data\source\maps_source\建筑配套\pj_xn灵王墓围墙001_003_hd.mesh	25人英雄烛龙殿	36615.39453125,10932.7275390625,41121.78515625	0	{4adbabdc-dda0-4c45-b27f-6bfa6417324a}	world_object
data\source\maps_source\门派\五毒\wd_pj祝融拱桥废墟001_hd.mesh	25人英雄烛龙殿	46983.47265625,28776.31640625,8221.2119140625	0	{4b9641cd-d7ad-48b2-926f-230f708e2305}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld灵蛇灯001_hd.mesh	25人英雄烛龙殿	39748.0390625,24286.140625,13257.275390625	0	{5f90dcb5-6a09-43c5-8c74-e9c529b88a23}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld栏杆001_002_hd.mesh	25人英雄烛龙殿	29990.18359375,-10526.892578125,41343.59765625	0	{628a271d-8aad-4cf3-8284-7c510330c920}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld栏杆001_003_hd.mesh	25人英雄烛龙殿	29990.185546875,-10526.8935546875,45541.55078125	0	{6541840e-279d-4113-97f9-d898ad22cf4b}	world_object
data\source\maps_source\副本室内\烛龙殿\pj_zld战斗平台障碍002_hd.mesh	25人英雄烛龙殿	10890.6435546875,-13394.54296875,51168.23828125	0	{65c3f137-c65b-499b-97e9-4ff14c575c3f}	world_object
data\source\maps_source\建筑\jz_废墟断壁001_015_hd.mesh	25人英雄烛龙殿	23503.314453125,-10538.01171875,42134.0234375	0	{6ca9a90a-fb06-4026-b139-d32c4360b159}	world_object
data\source\maps_source\门派\五毒\wd_祝融神殿001_004_hd.mesh	25人英雄烛龙殿	40293.80859375,33363.12109375,6107.576171875	0	{702bb98b-5227-43d3-b305-64a4988310f0}	world_object
data\source\maps_source\建筑配套\pj_xn天一神殿灯001_hd.mesh	25人英雄烛龙殿	39141.84375,22392.0234375,20810.8046875	0	{9252bb44-720e-4111-8ebc-0abd9a3bad99}	world_object
data\source\maps_source\亭塔\t_破石塔003_hd.mesh	25人英雄烛龙殿	-17701.69921875,14825.986328125,15164.529296875	0	{ac8c13f3-e2e4-4f12-99cf-1d7711d8d464}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld龙头柱001_001_hd.mesh	25人英雄烛龙殿	45254.35546875,22891.466796875,14369.7021484375	0	{acd865cd-7aed-4a7b-b214-4e42181ccee8}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld龙柱001_hd.mesh	25人英雄烛龙殿	23393.32421875,-10526.8935546875,46706.26171875	0	{aee6a025-a51d-49ca-99d3-e3b7663e3a13}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld灵蛇大门001_hd.mesh	25人英雄烛龙殿	39994.4140625,21844.48828125,16580.80078125	0	{b22ab147-f402-4146-a657-f6ecfb50d39d}	world_object
data\source\maps_source\副本室内\烛龙殿\pj_zld升降梯001_001_hd.mesh	25人英雄烛龙殿	30616.83203125,-15368.853515625,48745.46484375	0	{ce8cf3f1-9116-47ef-8446-46c366256c8b}	world_object
data\source\maps_source\副本室内\烛龙殿\pj_zld战斗平台001_001_hd.mesh	25人英雄烛龙殿	26674.86328125,-12953.1318359375,43827.78125	0	{d2d91344-19b3-42ae-b2fb-9844a41b6679}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld灵蛇殿001sw_hd.mesh	25人英雄烛龙殿	39745.67578125,22000.0,17136.26171875	0	{ebd2c7c7-0c77-4749-ae50-08c877ab30f7}	world_object
data\source\maps_source\建筑\jz_废墟断壁001_014_hd.mesh	25人英雄烛龙殿	23669.271484375,-10576.974609375,42711.5078125	0	{f52fd206-ec5a-45a0-9b93-5019327e885a}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld灵蛇殿001sn_hd.mesh	25人英雄烛龙殿	39745.67578125,22000.0,17136.26171875	0	{fc791f7e-aba5-4025-bbf5-51faa5e4a1af}	world_object
data\source\maps_source\灌木\gm_毒蘑姑001_003_hd.mesh	25人英雄烛龙殿	33784.05078125,17217.025390625,70574.7265625	0	{00e626a9-9faa-4293-800b-10703c788087}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld出怪口001_hd.mesh	25人英雄烛龙殿	35334.53125,17454.783203125,82326.90625	0	{05a4a162-cc95-4c1a-b716-4bd40263a7e5}	world_object
data\source\maps_source\门派\五毒\wd_石板001_001_hd.mesh	25人英雄烛龙殿	11032.25,-12501.01171875,75036.0546875	0	{0cc8c3e1-bbed-4c3a-a473-1dcccf87e105}	world_object
data\source\maps_source\建筑\jz_废墟断柱001_001_hd.mesh	25人英雄烛龙殿	10746.33984375,8125.8388671875,67504.109375	0	{0d1a323c-0f2e-4b4c-baf7-79cee7424f7a}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld主殿石柱001_001_hd.mesh	25人英雄烛龙殿	33466.8203125,17950.71484375,79177.109375	0	{0f83110a-c962-471a-a0d7-b174d3ae527e}	world_object
data\source\maps_source\门派\五毒\wd_大斗技场001_01_hd.mesh	25人英雄烛龙殿	12051.8515625,10464.416015625,80033.765625	0	{1f74daef-37fa-4890-bbc4-4a2b91d3d7f4}	world_object
data\source\maps_source\副本室内\烛龙殿\pj_zld战斗平台002_001_hd.mesh	25人英雄烛龙殿	11315.7822265625,-12913.0498046875,51241.62109375	0	{28d57977-e660-497a-b368-162fda5b13b3}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld栏杆001_001_hd.mesh	25人英雄烛龙殿	30049.375,-10526.8935546875,58983.85546875	0	{29797fbb-e30f-46e5-8f13-dd4824d37307}	world_object
data\source\maps_source\建筑\jz_废墟断柱001_003_hd.mesh	25人英雄烛龙殿	21753.1328125,-19328.40625,75237.7734375	0	{30ddb26a-a8cc-467e-8837-b7ad4b301a7b}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld主殿石柱001_002_hd.mesh	25人英雄烛龙殿	33357.625,17950.71484375,89968.03125	0	{31f1fa80-9468-49a0-87f5-d8ac72ef33aa}	world_object
data\source\maps_source\亭塔\t_洛道废塔001_002_hd.mesh	25人英雄烛龙殿	12293.5107421875,-12406.216796875,73779.46875	0	{3ce984d6-9b00-4b0a-9a11-d06fee3143c0}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld天蛛殿001sn_hd.mesh	25人英雄烛龙殿	38434.046875,17000.0,83876.4140625	0	{47c89506-480d-4424-bc2c-5fdd40cf86eb}	world_object
data\source\maps_source\亭塔\t_洛道废塔001_003_hd.mesh	25人英雄烛龙殿	18011.693359375,-12441.25390625,80612.5234375	0	{47ef9dc2-2132-44a9-8739-b45e62a83908}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zl台子001_hd.mesh	25人英雄烛龙殿	38544.5078125,19322.091796875,88290.6953125	0	{4c0409da-2102-46c3-9d4b-15e86d8e2506}	world_object
data\source\maps_source\建筑配套\pj_xn灵王墓围墙001_002_hd.mesh	25人英雄烛龙殿	36265.5703125,11289.556640625,60337.484375	0	{5021b809-19e2-4ed2-97dd-cedc7b675c7f}	world_object
data\source\maps_source\建筑\jz_废墟断柱001_004_hd.mesh	25人英雄烛龙殿	21521.482421875,-13082.419921875,64310.47265625	0	{5bc889ce-0fc8-4269-84cf-e65c6fe523cd}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld天蛛殿001sw_hd.mesh	25人英雄烛龙殿	38434.046875,17000.0,83876.4140625	0	{627574a2-7aad-475c-a7ff-a9c061d4180a}	world_object
data\source\maps_source\建筑\jz_废墟断壁001_005_hd.mesh	25人英雄烛龙殿	2585.466796875,-10107.005859375,53220.0625	0	{69e47af6-1ddc-475d-8d9a-c3533366722e}	world_object
data\source\maps_source\建筑\jz_废墟断壁001_004_hd.mesh	25人英雄烛龙殿	2639.580322265625,-10109.365234375,62743.7734375	0	{736d9d6b-c40b-4d55-932e-8e2cb915a9eb}	world_object
data\source\maps_source\亭塔\t_洛道废塔001_001_hd.mesh	25人英雄烛龙殿	26886.7109375,-9079.08203125,73618.984375	0	{778e919b-bf92-413d-8032-b587dd233ca0}	world_object
data\source\maps_source\副本室内\烛龙殿\pj_zld战斗平台002_002_hd.mesh	25人英雄烛龙殿	26590.244140625,-12945.21484375,51324.6328125	0	{8b0e312c-3a90-4a77-a78c-2562872f9408}	world_object
data\source\maps_source\小物件\雕像\wj_xn孔雀002_001_hd.mesh	25人英雄烛龙殿	37761.140625,21840.861328125,83677.8671875	0	{b9463b9c-da05-4b97-9c65-e6719bb94d06}	world_object
data\source\maps_source\门派\五毒\wd_破雕塑_001_hd.mesh	25人英雄烛龙殿	42942.046875,16357.537109375,67026.859375	0	{b9c54913-17bb-403b-b59d-a1c150f3406c}	world_object
data\source\maps_source\建筑\jz_废墟围墙001_001_hd.mesh	25人英雄烛龙殿	18435.7578125,-12891.26171875,65813.859375	0	{f65fc139-8641-48a5-80a5-f86009acd5c4}	world_object
data\source\maps_source\小物件\室内\wj_cj去雪烟霞洞002_003_hd.mesh	25人英雄烛龙殿	67728.234375,8747.2705078125,50057.18359375	0	{069eb6d2-4ea2-4fc4-8ed0-f86719617fa4}	world_object
data\source\maps_source\门派\五毒\wd_破石塔001_hd.mesh	25人英雄烛龙殿	67389.03125,18000.0,24783.341796875	0	{07455fc5-a1e4-422e-b28e-66a9d3bd3281}	world_object
data\source\maps_source\建筑配套\pj_tzf梯子001_hd.mesh	25人英雄烛龙殿	56106.44140625,20746.306640625,26711.283203125	0	{0a65adab-1c6e-4813-ab96-54fc76916c93}	world_object
data\source\maps_source\门派\五毒\wd_石柱005_02_hd.mesh	25人英雄烛龙殿	79722.21875,17979.498046875,30325.01953125	0	{0a9ddab6-3247-4773-a064-a472b8869442}	world_object
data\source\maps_source\门派\五毒\wd_围堤001_003_hd.mesh	25人英雄烛龙殿	63085.0078125,7727.50341796875,43139.93359375	0	{0aacbb9f-c481-4862-ac33-519c63e2da6e}	world_object
data\source\maps_source\门派\五毒\wd_青蛙雕塑_001_hd.mesh	25人英雄烛龙殿	68235.2734375,8747.044921875,49664.96484375	0	{145062c4-7770-4dfd-9015-6e2eb2ffd0ef}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld玉蟾殿001sn_hd.mesh	25人英雄烛龙殿	60225.60546875,8714.7666015625,51069.578125	0	{1656160a-d2f6-4dfb-8d63-54e9b5f3302a}	world_object
data\source\maps_source\副本室内\烛龙殿\wj_zld龙头001_002_hd.mesh	25人英雄烛龙殿	95119.234375,13803.791015625,50598.51953125	0	{423ae47e-8f6a-47cf-a538-603e1876b6e3}	world_object
data\source\maps_source\门派\五毒\wd_吴蚣雕塑_002_hd.mesh	25人英雄烛龙殿	79089.875,18444.8203125,20780.115234375	0	{46810b92-d3cf-43b9-989e-2cade33f95c1}	world_object
data\source\maps_source\门派\五毒\wd_吴蚣雕塑_001_hd.mesh	25人英雄烛龙殿	77388.2578125,19053.162109375,20173.123046875	0	{5210d82e-e9d7-4e57-8883-35b0f62948e5}	world_object
data\source\maps_source\门派\五毒\wd_围堤002_002_hd.mesh	25人英雄烛龙殿	67905.9375,7715.0419921875,44581.74609375	0	{59653643-eaad-4b2e-8b2f-cdd93806078b}	world_object
data\source\maps_source\门派\五毒\wd_五毒灯柱001_001_hd.mesh	25人英雄烛龙殿	78094.390625,18444.80859375,22771.052734375	0	{7b83f433-29f2-4ad0-acfe-5825981d3fe4}	world_object
data\source\maps_source\小物件\室内\wj_cj去雪烟霞洞002_001_hd.mesh	25人英雄烛龙殿	52199.9453125,8752.435546875,50100.3984375	0	{7c668398-dcad-485d-96ec-f49a0e5af4a8}	world_object
data\source\maps_source\门派\五毒\wd_围堤001_002_hd.mesh	25人英雄烛龙殿	69344.953125,7704.0654296875,48056.44140625	0	{81d176b3-0958-4292-b7c6-73a5a3aa5438}	world_object
data\source\maps_source\门派\五毒\wd_青蛙雕塑_002_hd.mesh	25人英雄烛龙殿	61639.71875,9862.021484375,47163.828125	0	{85f956fd-69a1-43ff-ae45-1466bcc27a86}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld玉蟾殿001sw_hd.mesh	25人英雄烛龙殿	60225.60546875,8714.7666015625,51069.578125	0	{8674916b-fdef-4d63-84f3-289219a05d73}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld蜈蚣殿001sn_hd.mesh	25人英雄烛龙殿	78622.859375,18000.0,18775.416015625	0	{a331f100-481b-4fc6-b920-7dc9787937d6}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld蜈蚣殿001sw_hd.mesh	25人英雄烛龙殿	78622.859375,18000.0,18775.416015625	0	{ce0e7e77-f91f-417f-b03a-025abad2daaa}	world_object
data\source\maps_source\门派\五毒\wd_石柱005_03_hd.mesh	25人英雄烛龙殿	77966.828125,17979.498046875,30325.01953125	0	{e2e0e52c-35d5-4dd1-a031-2c05657d9bfc}	world_object
data\source\maps_source\门派\五毒\wd_祝融神殿废墟004_003_hd.mesh	25人英雄烛龙殿	65906.34375,14674.6728515625,93624.203125	0	{07b14185-dbe7-408c-88ca-25c632462a6c}	world_object
data\source\maps_source\门派\五毒\wd_蝎子雕塑_001_hd.mesh	25人英雄烛龙殿	88351.734375,13694.01953125,72810.90625	0	{09b137b8-1806-4572-9d65-0ade056863a2}	world_object
data\source\maps_source\门派\五毒\wd_火把001_01_hd.mesh	25人英雄烛龙殿	75419.6953125,13686.02734375,82599.1640625	0	{129476ea-3022-4f1a-a059-40e50a23d0c3}	world_object
data\source\maps_source\门派\五毒\wd_祝融神殿废墟004_001_hd.mesh	25人英雄烛龙殿	76343.8984375,14068.33984375,91475.578125	0	{1a215668-fce1-4537-8b92-5d108f1c339f}	world_object
data\source\maps_source\副本室内\烛龙殿\pj_zld战斗平台003_hd.mesh	25人英雄烛龙殿	71253.1875,13539.5576171875,85427.8125	0	{1dc4b830-157d-449e-a8b6-bf91a6069e59}	world_object
data\source\maps_source\门派\五毒\wd_包墙001_01_hd.mesh	25人英雄烛龙殿	70932.8671875,13205.28125,81845.4140625	0	{30ff937b-b7ce-4a09-bd81-3edb9dcf833c}	world_object
data\source\maps_source\门派\五毒\wd_围堤002_001_hd.mesh	25人英雄烛龙殿	77400.1875,13016.1669921875,80874.171875	0	{332a6abc-4ac4-4e1f-9169-7a9302eeb67a}	world_object
data\source\maps_source\门派\五毒\wd_祝融平台废墟001_003_hd.mesh	25人英雄烛龙殿	84424.0859375,12715.3662109375,76622.765625	0	{44706b14-eeac-4ba7-8beb-18e5526ca975}	world_object
data\source\maps_source\门派\五毒\wd_祝融神殿废墟004_005_hd.mesh	25人英雄烛龙殿	65672.484375,15219.8779296875,96910.578125	0	{5dc4c310-e228-4395-ba83-623d7a9c10ca}	world_object
data\source\maps_source\门派\五毒\wd_祝融平台废墟001_002_hd.mesh	25人英雄烛龙殿	71453.703125,14798.3173828125,96281.6875	0	{5ea63507-4daf-4ba3-858b-6f9420ff9145}	world_object
data\source\maps_source\门派\五毒\wd_大斗技场001_04_hd.mesh	25人英雄烛龙殿	84531.3203125,13137.921875,88436.484375	0	{6563cf91-7294-4a4a-88b8-8d897d84a5cb}	world_object
data\source\maps_source\小物件\栏杆\xwj_破村栅栏001_005_hd.mesh	25人英雄烛龙殿	73041.875,13697.5283203125,76472.9765625	0	{686182b1-c635-48f4-aabf-9a4eba0c12c7}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld龙跃殿001sw_hd.mesh	25人英雄烛龙殿	89946.1640625,12335.029296875,51274.6953125	0	{8259d5b1-c220-460a-b17b-cb8bffae5ce5}	world_object
data\source\maps_source\门派\五毒\wd_围堤002_004_hd.mesh	25人英雄烛龙殿	76391.3828125,14940.421875,97930.6171875	0	{8bb33b41-4614-41a6-bb09-fda4c8f3a405}	world_object
data\source\maps_source\门派\五毒\wd_祝融神殿废墟004_004_hd.mesh	25人英雄烛龙殿	73710.703125,13697.5283203125,77493.1640625	0	{9379a355-86c7-485a-aaba-b3f1291a6d61}	world_object
data\source\maps_source\门派\五毒\wd_围堤002_003_hd.mesh	25人英雄烛龙殿	87316.1171875,12715.38671875,86245.0234375	0	{976dc8b8-22ba-449b-a891-2da41ba1179e}	world_object
data\source\maps_source\副本室内\烛龙殿\jz_zld龙跃殿001sn_hd.mesh	25人英雄烛龙殿	89946.1640625,12335.029296875,51274.6953125	0	{a8d6c0b3-1642-4ff8-b04d-fc00126ad147}	world_object
data\source\maps_source\门派\五毒\wd_祝融神殿废墟004_002_hd.mesh	25人英雄烛龙殿	75602.3984375,13697.611328125,86072.1171875	0	{d005353e-aa90-494a-8daa-080531710667}	world_object
data\source\maps_source\门派\五毒\wd_围堤001_004_hd.mesh	25人英雄烛龙殿	71168.578125,14988.6953125,98572.453125	0	{e6cbf1f3-f94b-4a9b-8fac-66854baa7aee}	world_object
data\source\maps_source\background\hd商城盒子_001_hd.mesh	hd商城_2022_灰_001	133380.484375,5501.53662109375,35973.1328125	1	{5437244f-b744-47ce-b202-5ecb91a629cd}	world_object
data\source\home\furniture\table\table1_1_1008.mesh	hd商城_外装展示测试	76511.734375,4128.56787109375,123222.9296875	0	{7e67ff5e-36da-4e79-9b43-ad7add48f949}	world_object
data\source\home\furniture\cabinet\cabinet1_1_1014.mesh	hd商城_外装展示测试	76588.6796875,4172.712890625,123159.6171875	0	{8e50d7c1-4229-4895-9fb4-2e5915e0ff8f}	world_object
data\source\home\furniture\cabinet\cabinet1_1_1013.mesh	hd商城_外装展示测试	76530.4375,4173.4638671875,123241.25	0	{94dbde2e-1fa9-4271-8299-bede875f74cb}	world_object
data\source\maps_source\亭塔\t_登录界面四角亭001_001_hd.mesh	hd商城_外装展示测试	126260.0390625,4622.1513671875,127398.6015625	0	{18279c44-25fc-4ce4-8584-7db13868dec6}	world_object
data\source\maps_source\门派\长歌门\pj_cgm围墙001_002_hd.mesh	hd商城_外装展示测试	126642.671875,4076.58056640625,134825.9375	0	{19b8c0a3-5918-46ce-9165-4fd1fbd12325}	world_object
data\source\maps_source\门派\七秀\pj_qx道路001_005_hd.mesh	hd商城_外装展示测试	123698.3984375,4114.16455078125,126463.984375	0	{25e47629-daf7-4c21-bff1-31ea5f2466b7}	world_object
data\source\maps_source\门派\长歌门\pj_cgm围墙002_002_hd.mesh	hd商城_外装展示测试	129045.328125,3666.474365234375,132412.703125	0	{4f081564-1c54-4af4-bfbd-5c11f0a4c134}	world_object
data\source\maps_source\门派\七秀\pj_qx小码头001_001_hd.mesh	hd商城_外装展示测试	125940.2890625,4132.453125,126568.578125	0	{502835ba-f016-46f0-9749-7c157c11a186}	world_object
data\source\maps_source\门派\长歌门\pj_cgm围墙001_009_hd.mesh	hd商城_外装展示测试	127128.5703125,4076.79931640625,134472.609375	0	{6ec6f973-3a14-49e8-a889-74d0cd1609d7}	world_object
data\source\maps_source\建筑\jz_qdh塔001_001_hd.mesh	hd商城_外装展示测试	132580.34375,4114.1494140625,113265.296875	0	{6ff0f17e-a286-4f4a-b45d-6d9b278b175d}	world_object
data\source\maps_source\门派\长歌门\pj_cgm围墙001_006_hd.mesh	hd商城_外装展示测试	129949.59375,4114.17431640625,130731.609375	0	{7298c907-a206-43ab-99b0-1660befd9781}	world_object
data\source\maps_source\foliage\wj_apricot002_003_hd.mesh	hd商城_外装展示测试	121919.8984375,4138.74755859375,131811.328125	0	{7cea88c9-fb3b-4e31-b4dc-e0a3969c29ad}	world_object
data\source\maps_source\小物件\特殊物件\hd登录界面001\q_登录界面拱桥001_001_hd.mesh	hd商城_外装展示测试	126842.0546875,4372.42236328125,129410.984375	0	{88f2c07e-f3aa-43bb-9a39-93e6e28bfc14}	world_object
data\source\maps_source\副本室内\迷仙引\wj_mxy小船001a_hd.mesh	hd商城_外装展示测试	118577.671875,4114.17431640625,131391.921875	0	{93eb9e45-7052-44ff-9389-a9cf902b7deb}	world_object
data\source\maps_source\门派\长歌门\pj_cgm小门洞001_001_hd.mesh	hd商城_外装展示测试	127564.9765625,4059.01611328125,133672.171875	0	{b9e62961-75c3-4f03-a704-4468c7743361}	world_object
data\source\maps_source\门派\长歌门\pj_cgm围墙001_004_hd.mesh	hd商城_外装展示测试	126304.5546875,4076.57861328125,134641.859375	0	{c83ca8f0-5950-4d4b-b4ce-647175d7ed30}	world_object
data\source\maps_source\小物件\特殊物件\商城界面\wj_sc屏风002_002_hd.mesh	hd商城_外装展示测试	159626.625,4109.5,6981.1015625	0	{07e4f77a-dfac-4cce-8e90-0fe1e7c73264}	world_object
data\source\home\furniture\chair\chair1_1_2001.mesh	hd家园设计场001	39193.43359375,-13.641555786132812,26686.462890625	0	{f2b21b17-dd44-4f72-9c88-61f72f533df6}	world_object
